Ortschaftsname;PLZ;Gemeindename;BFS-Nr;Kantonskürzel;Gültig ab
Romanel-sur-Morges;1122;Romanel-sur-Morges;5645;VD;01.01.2025
St-Prex;1162;Saint-Prex;5646;VD;01.01.2025
Lausanne;1015;Saint-Sulpice (VD);5648;VD;01.01.2025
St-Sulpice VD;1025;Saint-Sulpice (VD);5648;VD;01.01.2025
Tolochenaz;1131;Tolochenaz;5649;VD;01.01.2025
Vaux-sur-Morges;1126;Vaux-sur-Morges;5650;VD;01.01.2025
Villars-Ste-Croix;1029;Villars-Sainte-Croix;5651;VD;01.01.2025
Villars-sous-Yens;1168;Villars-sous-Yens;5652;VD;01.01.2025
Vufflens-le-Château;1134;Vufflens-le-Château;5653;VD;01.01.2025
Vullierens;1115;Vullierens;5654;VD;01.01.2025
Yens;1169;Yens;5655;VD;01.01.2025
Cottens VD;1116;Hautemorges;5656;VD;01.01.2025
Reverolle;1128;Hautemorges;5656;VD;01.01.2025
Bussy-Chardonney;1136;Hautemorges;5656;VD;01.01.2025
Sévery;1141;Hautemorges;5656;VD;01.01.2025
Pampigny;1142;Hautemorges;5656;VD;01.01.2025
Apples;1143;Hautemorges;5656;VD;01.01.2025
Bercher;1038;Boulens;5661;VD;01.01.2025
Boulens;1063;Boulens;5661;VD;01.01.2025
Bussy-sur-Moudon;1514;Bussy-sur-Moudon;5663;VD;01.01.2025
Moudon;1510;Chavannes-sur-Moudon;5665;VD;01.01.2025
Chavannes-sur-Moudon;1512;Chavannes-sur-Moudon;5665;VD;01.01.2025
Curtilles;1521;Curtilles;5669;VD;01.01.2025
Dompierre VD;1682;Dompierre (VD);5671;VD;01.01.2025
Peney-le-Jorat;1059;Hermenches;5673;VD;01.01.2025
Hermenches;1513;Hermenches;5673;VD;01.01.2025
Lovatens;1682;Lovatens;5674;VD;01.01.2025
Lucens;1522;Lucens;5675;VD;01.01.2025
Oulens-sur-Lucens;1522;Lucens;5675;VD;01.01.2025
Forel-sur-Lucens;1526;Lucens;5675;VD;01.01.2025
Cremin;1526;Lucens;5675;VD;01.01.2025
Brenles;1683;Lucens;5675;VD;01.01.2025
Chesalles-sur-Moudon;1683;Lucens;5675;VD;01.01.2025
Sarzens;1683;Lucens;5675;VD;01.01.2025
Moudon;1510;Moudon;5678;VD;01.01.2025
Ogens;1045;Ogens;5680;VD;01.01.2025
Prévonloup;1682;Prévonloup;5683;VD;01.01.2025
Rossenges;1513;Rossenges;5684;VD;01.01.2025
Syens;1510;Syens;5688;VD;01.01.2025
Villars-le-Comte;1515;Villars-le-Comte;5690;VD;01.01.2025
Vucherens;1509;Vucherens;5692;VD;01.01.2025
Bercher;1038;Montanaire;5693;VD;01.01.2025
Chapelle-sur-Moudon;1063;Montanaire;5693;VD;01.01.2025
Martherenges;1063;Montanaire;5693;VD;01.01.2025
Peyres-Possens;1063;Montanaire;5693;VD;01.01.2025
Chanéaz;1409;Montanaire;5693;VD;01.01.2025
Thierrens;1410;Montanaire;5693;VD;01.01.2025
Correvon;1410;Montanaire;5693;VD;01.01.2025
Denezy;1410;Montanaire;5693;VD;01.01.2025
St-Cierges;1410;Montanaire;5693;VD;01.01.2025
Neyruz-sur-Moudon;1515;Montanaire;5693;VD;01.01.2025
Arnex-sur-Nyon;1277;Arnex-sur-Nyon;5701;VD;01.01.2025
St-Cergue;1264;Arzier-Le Muids;5702;VD;01.01.2025
Arzier-Le Muids;1273;Arzier-Le Muids;5702;VD;01.01.2025
Bassins;1269;Bassins;5703;VD;01.01.2025
Begnins;1268;Begnins;5704;VD;01.01.2025
Bogis-Bossey;1279;Bogis-Bossey;5705;VD;01.01.2025
Borex;1277;Borex;5706;VD;01.01.2025
Chavannes-de-Bogis;1279;Chavannes-de-Bogis;5707;VD;01.01.2025
Chavannes-des-Bois;1290;Chavannes-des-Bois;5708;VD;01.01.2025
Chéserex;1275;Chéserex;5709;VD;01.01.2025
Gingins;1276;Chéserex;5709;VD;01.01.2025
Coinsins;1267;Coinsins;5710;VD;01.01.2025
Commugny;1291;Commugny;5711;VD;01.01.2025
Coppet;1296;Coppet;5712;VD;01.01.2025
Founex;1297;Coppet;5712;VD;01.01.2025
Crans VD;1299;Crans (VD);5713;VD;01.01.2025
Crassier;1263;Crassier;5714;VD;01.01.2025
Duillier;1266;Duillier;5715;VD;01.01.2025
Eysins;1262;Eysins;5716;VD;01.01.2025
Founex;1297;Founex;5717;VD;01.01.2025
Genolier;1272;Genolier;5718;VD;01.01.2025
Gingins;1276;Gingins;5719;VD;01.01.2025
Givrins;1271;Givrins;5720;VD;01.01.2025
Genolier;1272;Givrins;5720;VD;01.01.2025
Gland;1196;Gland;5721;VD;01.01.2025
Grens;1274;Grens;5722;VD;01.01.2025
Versoix;1290;Mies;5723;VD;01.01.2025
Mies;1295;Mies;5723;VD;01.01.2025
Nyon;1260;Nyon;5724;VD;01.01.2025
Prangins;1197;Prangins;5725;VD;01.01.2025
Nyon;1260;Prangins;5725;VD;01.01.2025
Chéserex;1275;La Rippe;5726;VD;01.01.2025
La Rippe;1278;La Rippe;5726;VD;01.01.2025
St-Cergue;1264;Saint-Cergue;5727;VD;01.01.2025
La Cure;1265;Saint-Cergue;5727;VD;01.01.2025
Gingins;1276;Saint-Cergue;5727;VD;01.01.2025
Signy;1274;Signy-Avenex;5728;VD;01.01.2025
Tannay;1295;Tannay;5729;VD;01.01.2025
Trélex;1270;Trélex;5730;VD;01.01.2025
Grens;1274;Trélex;5730;VD;01.01.2025
Le Vaud;1261;Le Vaud;5731;VD;01.01.2025
Vich;1267;Vich;5732;VD;01.01.2025
L'Abergement;1355;L'Abergement;5741;VD;01.01.2025
Lignerolle;1357;L'Abergement;5741;VD;01.01.2025
Agiez;1352;Agiez;5742;VD;01.01.2025
Arnex-sur-Orbe;1321;Arnex-sur-Orbe;5743;VD;01.01.2025
Ballaigues;1338;Ballaigues;5744;VD;01.01.2025
Baulmes;1446;Baulmes;5745;VD;01.01.2025
L'Auberson;1454;Baulmes;5745;VD;01.01.2025
Bavois;1372;Bavois;5746;VD;01.01.2025
Bofflens;1353;Bofflens;5747;VD;01.01.2025
Bretonnières;1329;Bretonnières;5748;VD;01.01.2025
Chavornay;1373;Chavornay;5749;VD;01.01.2025
Corcelles-sur-Chavornay;1374;Chavornay;5749;VD;01.01.2025
Essert-Pittet;1435;Chavornay;5749;VD;01.01.2025
Les Clées;1356;Les Clées;5750;VD;01.01.2025
La Russille;1356;Les Clées;5750;VD;01.01.2025
Croy;1322;Croy;5752;VD;01.01.2025
Juriens;1326;Juriens;5754;VD;01.01.2025
Lignerolle;1357;Lignerolle;5755;VD;01.01.2025
Montcherand;1354;Montcherand;5756;VD;01.01.2025
Orbe;1350;Orbe;5757;VD;01.01.2025
La Praz;1148;La Praz;5758;VD;01.01.2025
Premier;1324;Premier;5759;VD;01.01.2025
Rances;1439;Rances;5760;VD;01.01.2025
Romainmôtier;1323;Romainmôtier-Envy;5761;VD;01.01.2025
Sergey;1355;Sergey;5762;VD;01.01.2025
Valeyres-sous-Rances;1358;Valeyres-sous-Rances;5763;VD;01.01.2025
Vallorbe;1337;Vallorbe;5764;VD;01.01.2025
Vaulion;1325;Vaulion;5765;VD;01.01.2025
Champvent;1443;Vuiteboeuf;5766;VD;01.01.2025
Vuiteboeuf;1445;Vuiteboeuf;5766;VD;01.01.2025
Corcelles-le-Jorat;1082;Corcelles-le-Jorat;5785;VD;01.01.2025
Hermenches;1513;Corcelles-le-Jorat;5785;VD;01.01.2025
Maracon;1613;Maracon;5790;VD;01.01.2025
Montpreveyres;1081;Montpreveyres;5792;VD;01.01.2025
Ropraz;1088;Ropraz;5798;VD;01.01.2025
Servion;1077;Servion;5799;VD;01.01.2025
Les Cullayes;1080;Servion;5799;VD;01.01.2025
Carrouge VD;1084;Vulliens;5803;VD;01.01.2025
Vulliens;1085;Vulliens;5803;VD;01.01.2025
Montaubion-Chardonney;1041;Jorat-Menthue;5804;VD;01.01.2025
Villars-Tiercelin;1058;Jorat-Menthue;5804;VD;01.01.2025
Peney-le-Jorat;1059;Jorat-Menthue;5804;VD;01.01.2025
Villars-Mendraz;1061;Jorat-Menthue;5804;VD;01.01.2025
Sottens;1062;Jorat-Menthue;5804;VD;01.01.2025
Peyres-Possens;1063;Jorat-Menthue;5804;VD;01.01.2025
Essertes;1078;Oron;5805;VD;01.01.2025
Palézieux;1607;Oron;5805;VD;01.01.2025
Palézieux-Village;1607;Oron;5805;VD;01.01.2025
Les Tavernes;1607;Oron;5805;VD;01.01.2025
Les Thioleyres;1607;Oron;5805;VD;01.01.2025
Oron-le-Châtel;1608;Oron;5805;VD;01.01.2025
Bussigny-sur-Oron;1608;Oron;5805;VD;01.01.2025
Chesalles-sur-Oron;1608;Oron;5805;VD;01.01.2025
Oron-la-Ville;1610;Oron;5805;VD;01.01.2025
Châtillens;1610;Oron;5805;VD;01.01.2025
Vuibroye;1610;Oron;5805;VD;01.01.2025
Ecoteaux;1612;Oron;5805;VD;01.01.2025
Ferlens VD;1076;Jorat-Mézières;5806;VD;01.01.2025
Mézières VD;1083;Jorat-Mézières;5806;VD;01.01.2025
Carrouge VD;1084;Jorat-Mézières;5806;VD;01.01.2025
Champtauroz;1537;Champtauroz;5812;VD;01.01.2025
Chevroux;1545;Chevroux;5813;VD;01.01.2025
Corcelles-près-Payerne;1562;Corcelles-près-Payerne;5816;VD;01.01.2025
Cousset;1774;Corcelles-près-Payerne;5816;VD;01.01.2025
Grandcour;1543;Grandcour;5817;VD;01.01.2025
Henniez;1525;Henniez;5819;VD;01.01.2025
Missy;1565;Missy;5821;VD;01.01.2025
Payerne;1530;Payerne;5822;VD;01.01.2025
Vers-chez-Perrin;1551;Payerne;5822;VD;01.01.2025
Corcelles-près-Payerne;1562;Payerne;5822;VD;01.01.2025
Trey;1552;Trey;5827;VD;01.01.2025
Treytorrens (Payerne);1538;Treytorrens (Payerne);5828;VD;01.01.2025
Sédeilles;1554;Villarzel;5830;VD;01.01.2025
Rossens VD;1554;Villarzel;5830;VD;01.01.2025
Villarzel;1555;Villarzel;5830;VD;01.01.2025
Nuvilly;1485;Valbroye;5831;VD;01.01.2025
Granges-près-Marnand;1523;Valbroye;5831;VD;01.01.2025
Marnand;1524;Valbroye;5831;VD;01.01.2025
Seigneux;1525;Valbroye;5831;VD;01.01.2025
Sassel;1534;Valbroye;5831;VD;01.01.2025
Combremont-le-Grand;1535;Valbroye;5831;VD;01.01.2025
Combremont-le-Petit;1536;Valbroye;5831;VD;01.01.2025
Villars-Bramard;1682;Valbroye;5831;VD;01.01.2025
Cerniaz VD;1682;Valbroye;5831;VD;01.01.2025
Rougemont;1659;Château-d'Oex;5841;VD;01.01.2025
Flendruz;1659;Château-d'Oex;5841;VD;01.01.2025
Château-d'Oex;1660;Château-d'Oex;5841;VD;01.01.2025
Les Moulins;1660;Château-d'Oex;5841;VD;01.01.2025
L'Etivaz;1660;Château-d'Oex;5841;VD;01.01.2025
La Lécherette;1660;Château-d'Oex;5841;VD;01.01.2025
Rossinière;1658;Rossinière;5842;VD;01.01.2025
La Tine;1658;Rossinière;5842;VD;01.01.2025
Rougemont;1659;Rougemont;5843;VD;01.01.2025
Flendruz;1659;Rougemont;5843;VD;01.01.2025
Allaman;1165;Allaman;5851;VD;01.01.2025
Bursinel;1195;Bursinel;5852;VD;01.01.2025
Bursins;1183;Bursins;5853;VD;01.01.2025
Burtigny;1268;Bursins;5853;VD;01.01.2025
Burtigny;1268;Burtigny;5854;VD;01.01.2025
Dully;1195;Dully;5855;VD;01.01.2025
Rolle;1180;Essertines-sur-Rolle;5856;VD;01.01.2025
Tartegnin;1180;Essertines-sur-Rolle;5856;VD;01.01.2025
Mont-sur-Rolle;1185;Essertines-sur-Rolle;5856;VD;01.01.2025
Essertines-sur-Rolle;1186;Essertines-sur-Rolle;5856;VD;01.01.2025
Rolle;1180;Gilly;5857;VD;01.01.2025
Gilly;1182;Gilly;5857;VD;01.01.2025
Bursins;1183;Gilly;5857;VD;01.01.2025
Essertines-sur-Rolle;1186;Gilly;5857;VD;01.01.2025
Bursinel;1195;Gilly;5857;VD;01.01.2025
Luins;1184;Luins;5858;VD;01.01.2025
Mont-sur-Rolle;1185;Mont-sur-Rolle;5859;VD;01.01.2025
Perroy;1166;Perroy;5860;VD;01.01.2025
Rolle;1180;Rolle;5861;VD;01.01.2025
Tartegnin;1180;Tartegnin;5862;VD;01.01.2025
Vinzel;1184;Vinzel;5863;VD;01.01.2025
Burtigny;1268;Vinzel;5863;VD;01.01.2025
Le Pont;1342;L'Abbaye;5871;VD;01.01.2025
L'Abbaye;1344;L'Abbaye;5871;VD;01.01.2025
Les Bioux;1346;L'Abbaye;5871;VD;01.01.2025
L'Orient;1341;Le Chenit;5872;VD;01.01.2025
Le Sentier;1347;Le Chenit;5872;VD;01.01.2025
Le Solliat;1347;Le Chenit;5872;VD;01.01.2025
Le Brassus;1348;Le Chenit;5872;VD;01.01.2025
Les Charbonnières;1343;Le Lieu;5873;VD;01.01.2025
Le Lieu;1345;Le Lieu;5873;VD;01.01.2025
Le Séchey;1345;Le Lieu;5873;VD;01.01.2025
Le Mont-Pèlerin;1801;Chardonne;5882;VD;01.01.2025
Chardonne;1803;Chardonne;5882;VD;01.01.2025
Corseaux;1802;Corseaux;5883;VD;01.01.2025
Corsier-sur-Vevey;1804;Corsier-sur-Vevey;5884;VD;01.01.2025
Jongny;1805;Corsier-sur-Vevey;5884;VD;01.01.2025
Les Monts-de-Corsier;1808;Corsier-sur-Vevey;5884;VD;01.01.2025
Fenil-sur-Corsier;1809;Corsier-sur-Vevey;5884;VD;01.01.2025
Chardonne;1803;Jongny;5885;VD;01.01.2025
Corsier-sur-Vevey;1804;Jongny;5885;VD;01.01.2025
Jongny;1805;Jongny;5885;VD;01.01.2025
Blonay;1807;Montreux;5886;VD;01.01.2025
Clarens;1815;Montreux;5886;VD;01.01.2025
Chailly-Montreux;1816;Montreux;5886;VD;01.01.2025
Brent;1817;Montreux;5886;VD;01.01.2025
Montreux;1820;Montreux;5886;VD;01.01.2025
Territet;1820;Montreux;5886;VD;01.01.2025
Chernex;1822;Montreux;5886;VD;01.01.2025
Glion;1823;Montreux;5886;VD;01.01.2025
Caux;1824;Montreux;5886;VD;01.01.2025
Chamby;1832;Montreux;5886;VD;01.01.2025
Villard-sur-Chamby;1832;Montreux;5886;VD;01.01.2025
Les Avants;1833;Montreux;5886;VD;01.01.2025
La Tour-de-Peilz;1814;La Tour-de-Peilz;5889;VD;01.01.2025
Vevey;1800;Vevey;5890;VD;01.01.2025
Veytaux;1820;Veytaux;5891;VD;01.01.2025
St-Légier-La Chiésaz;1806;Blonay - Saint-Légier;5892;VD;01.01.2025
Blonay;1807;Blonay - Saint-Légier;5892;VD;01.01.2025
Belmont-sur-Yverdon;1432;Belmont-sur-Yverdon;5902;VD;01.01.2025
Ogens;1045;Bioley-Magnoux;5903;VD;01.01.2025
Bioley-Magnoux;1407;Bioley-Magnoux;5903;VD;01.01.2025
Chamblon;1436;Chamblon;5904;VD;01.01.2025
Champvent;1443;Champvent;5905;VD;01.01.2025
Essert-sous-Champvent;1443;Champvent;5905;VD;01.01.2025
Villars-sous-Champvent;1443;Champvent;5905;VD;01.01.2025
Chavannes-le-Chêne;1464;Chavannes-le-Chêne;5907;VD;01.01.2025
Chêne-Pâquier;1464;Chêne-Pâquier;5908;VD;01.01.2025
Cheseaux-Noréaz;1400;Cheseaux-Noréaz;5909;VD;01.01.2025
Cronay;1406;Cronay;5910;VD;01.01.2025
Cheseaux-Noréaz;1400;Cuarny;5911;VD;01.01.2025
Cuarny;1404;Cuarny;5911;VD;01.01.2025
Démoret;1415;Démoret;5912;VD;01.01.2025
Donneloye;1407;Donneloye;5913;VD;01.01.2025
Gossens;1407;Donneloye;5913;VD;01.01.2025
Mézery-près-Donneloye;1407;Donneloye;5913;VD;01.01.2025
Prahins;1408;Donneloye;5913;VD;01.01.2025
Ependes VD;1434;Ependes (VD);5914;VD;01.01.2025
Mathod;1438;Mathod;5919;VD;01.01.2025
Molondin;1415;Molondin;5921;VD;01.01.2025
Montagny-près-Yverdon;1442;Montagny-près-Yverdon;5922;VD;01.01.2025
Oppens;1047;Oppens;5923;VD;01.01.2025
Orges;1430;Orges;5924;VD;01.01.2025
Orzens;1413;Orzens;5925;VD;01.01.2025
Pomy;1405;Pomy;5926;VD;01.01.2025
Rovray;1463;Rovray;5928;VD;01.01.2025
Suchy;1433;Suchy;5929;VD;01.01.2025
Suscévaz;1437;Suscévaz;5930;VD;01.01.2025
Treycovagnes;1436;Treycovagnes;5931;VD;01.01.2025
Ursins;1412;Ursins;5932;VD;01.01.2025
Valeyres-sous-Montagny;1441;Valeyres-sous-Montagny;5933;VD;01.01.2025
Valeyres-sous-Ursins;1412;Valeyres-sous-Ursins;5934;VD;01.01.2025
Villars-Epeney;1404;Villars-Epeney;5935;VD;01.01.2025
Vugelles-La Mothe;1431;Vugelles-La Mothe;5937;VD;01.01.2025
Yverdon-les-Bains;1400;Yverdon-les-Bains;5938;VD;01.01.2025
Gressy;1432;Yverdon-les-Bains;5938;VD;01.01.2025
Yvonand;1462;Yvonand;5939;VD;01.01.2025
Brig;3900;Brig-Glis;6002;VS;01.01.2025
Gamsen;3900;Brig-Glis;6002;VS;01.01.2025
Brigerbad;3900;Brig-Glis;6002;VS;01.01.2025
Glis;3902;Brig-Glis;6002;VS;01.01.2025
Eggerberg;3939;Eggerberg;6004;VS;01.01.2025
Brig;3900;Naters;6007;VS;01.01.2025
Mund;3903;Naters;6007;VS;01.01.2025
Birgisch;3903;Naters;6007;VS;01.01.2025
Naters;3904;Naters;6007;VS;01.01.2025
Blatten b. Naters;3914;Naters;6007;VS;01.01.2025
Belalp;3914;Naters;6007;VS;01.01.2025
Brig;3900;Ried-Brig;6008;VS;01.01.2025
Rothwald;3901;Ried-Brig;6008;VS;01.01.2025
Ried-Brig;3911;Ried-Brig;6008;VS;01.01.2025
Simplon Dorf;3907;Simplon;6009;VS;01.01.2025
Simplon Hospiz;3907;Simplon;6009;VS;01.01.2025
Gabi (Simplon);3907;Simplon;6009;VS;01.01.2025
Brig;3900;Termen;6010;VS;01.01.2025
Termen;3912;Termen;6010;VS;01.01.2025
Rosswald;3913;Termen;6010;VS;01.01.2025
Bitsch;3982;Termen;6010;VS;01.01.2025
Simplon Dorf;3907;Zwischbergen;6011;VS;01.01.2025
Gabi (Simplon);3907;Zwischbergen;6011;VS;01.01.2025
Gondo;3907;Zwischbergen;6011;VS;01.01.2025
Ardon;1957;Ardon;6021;VS;01.01.2025
Riddes;1908;Chamoson;6022;VS;01.01.2025
Chamoson;1955;Chamoson;6022;VS;01.01.2025
Mayens-de-Chamoson;1955;Chamoson;6022;VS;01.01.2025
Les Vérines (Chamoson);1955;Chamoson;6022;VS;01.01.2025
Némiaz (Chamoson);1955;Chamoson;6022;VS;01.01.2025
Grugnay (Chamoson);1955;Chamoson;6022;VS;01.01.2025
St-Pierre-de-Clages;1955;Chamoson;6022;VS;01.01.2025
Vétroz;1963;Conthey;6023;VS;01.01.2025
Conthey;1964;Conthey;6023;VS;01.01.2025
Savièse;1965;Conthey;6023;VS;01.01.2025
St-Séverin;1975;Conthey;6023;VS;01.01.2025
Erde;1976;Conthey;6023;VS;01.01.2025
Aven;1976;Conthey;6023;VS;01.01.2025
Daillon;1976;Conthey;6023;VS;01.01.2025
Thyon;1988;Nendaz;6024;VS;01.01.2025
Veysonnaz;1993;Nendaz;6024;VS;01.01.2025
Clèbes (Nendaz);1993;Nendaz;6024;VS;01.01.2025
Aproz (Nendaz);1994;Nendaz;6024;VS;01.01.2025
Basse-Nendaz;1996;Nendaz;6024;VS;01.01.2025
Fey (Nendaz);1996;Nendaz;6024;VS;01.01.2025
Bieudron (Nendaz);1996;Nendaz;6024;VS;01.01.2025
Condémines (Nendaz);1996;Nendaz;6024;VS;01.01.2025
Saclentse;1996;Nendaz;6024;VS;01.01.2025
Baar (Nendaz);1996;Nendaz;6024;VS;01.01.2025
Beuson (Nendaz);1996;Nendaz;6024;VS;01.01.2025
Brignon (Nendaz);1996;Nendaz;6024;VS;01.01.2025
Haute-Nendaz;1997;Nendaz;6024;VS;01.01.2025
Siviez (Nendaz);1997;Nendaz;6024;VS;01.01.2025
Sornard (Nendaz);1997;Nendaz;6024;VS;01.01.2025
Vétroz;1963;Vétroz;6025;VS;01.01.2025
Aven;1976;Vétroz;6025;VS;01.01.2025
Bourg-St-Pierre;1946;Bourg-Saint-Pierre;6032;VS;01.01.2025
Liddes;1945;Liddes;6033;VS;01.01.2025
Fontaine Dessus (Liddes);1945;Liddes;6033;VS;01.01.2025
Fontaine Dessous (Liddes);1945;Liddes;6033;VS;01.01.2025
Dranse (Liddes);1945;Liddes;6033;VS;01.01.2025
Chandonne (Liddes);1945;Liddes;6033;VS;01.01.2025
Rive Haute (Liddes);1945;Liddes;6033;VS;01.01.2025
Fornex (Liddes);1945;Liddes;6033;VS;01.01.2025
Les Moulins VS (Liddes);1945;Liddes;6033;VS;01.01.2025
Vichères (Liddes);1945;Liddes;6033;VS;01.01.2025
Palasuit (Liddes);1945;Liddes;6033;VS;01.01.2025
Chez Petit (Liddes);1945;Liddes;6033;VS;01.01.2025
Petit Vichères (Liddes);1945;Liddes;6033;VS;01.01.2025
Bourg-St-Pierre;1946;Liddes;6033;VS;01.01.2025
Orsières;1937;Orsières;6034;VS;01.01.2025
Champex-Lac;1938;Orsières;6034;VS;01.01.2025
Praz-de-Fort;1943;Orsières;6034;VS;01.01.2025
La Fouly VS;1944;Orsières;6034;VS;01.01.2025
Sembrancher;1933;Sembrancher;6035;VS;01.01.2025
Chamoille (Sembrancher);1933;Sembrancher;6035;VS;01.01.2025
La Garde (Sembrancher);1933;Sembrancher;6035;VS;01.01.2025
Chemin;1927;Val de Bagnes;6037;VS;01.01.2025
Vens (Sembrancher);1933;Val de Bagnes;6037;VS;01.01.2025
Le Châble VS;1934;Val de Bagnes;6037;VS;01.01.2025
Bruson;1934;Val de Bagnes;6037;VS;01.01.2025
Verbier;1936;Val de Bagnes;6037;VS;01.01.2025
Vollèges;1941;Val de Bagnes;6037;VS;01.01.2025
Cries (Vollèges);1941;Val de Bagnes;6037;VS;01.01.2025
Levron;1942;Val de Bagnes;6037;VS;01.01.2025
Versegères;1947;Val de Bagnes;6037;VS;01.01.2025
Champsec;1947;Val de Bagnes;6037;VS;01.01.2025
Lourtier;1948;Val de Bagnes;6037;VS;01.01.2025
Fionnay;1948;Val de Bagnes;6037;VS;01.01.2025
Sarreyer;1948;Val de Bagnes;6037;VS;01.01.2025
Bellwald;3997;Bellwald;6052;VS;01.01.2025
Binn;3996;Binn;6054;VS;01.01.2025
Ernen;3995;Ernen;6056;VS;01.01.2025
Ausserbinn;3995;Ernen;6056;VS;01.01.2025
Mühlebach (Goms);3995;Ernen;6056;VS;01.01.2025
Steinhaus;3995;Ernen;6056;VS;01.01.2025
Fiesch;3984;Fiesch;6057;VS;01.01.2025
Jungfraujoch;3801;Fieschertal;6058;VS;01.01.2025
Fiesch;3984;Fieschertal;6058;VS;01.01.2025
Fieschertal;3984;Fieschertal;6058;VS;01.01.2025
Bellwald;3997;Fieschertal;6058;VS;01.01.2025
Fiesch;3984;Lax;6061;VS;01.01.2025
Grengiols;3993;Lax;6061;VS;01.01.2025
Lax;3994;Lax;6061;VS;01.01.2025
Ulrichen;3988;Obergoms;6076;VS;01.01.2025
Obergesteln;3988;Obergoms;6076;VS;01.01.2025
Oberwald;3999;Obergoms;6076;VS;01.01.2025
Münster VS;3985;Goms;6077;VS;01.01.2025
Geschinen;3985;Goms;6077;VS;01.01.2025
Biel VS;3989;Goms;6077;VS;01.01.2025
Ritzingen;3989;Goms;6077;VS;01.01.2025
Selkingen;3989;Goms;6077;VS;01.01.2025
Niederwald;3989;Goms;6077;VS;01.01.2025
Blitzingen;3989;Goms;6077;VS;01.01.2025
Reckingen VS;3998;Goms;6077;VS;01.01.2025
Gluringen;3998;Goms;6077;VS;01.01.2025
St-Léonard;1958;Ayent;6082;VS;01.01.2025
Uvrier;1958;Ayent;6082;VS;01.01.2025
Fortunau (Ayent);1966;Ayent;6082;VS;01.01.2025
Luc (Ayent);1966;Ayent;6082;VS;01.01.2025
St-Romain (Ayent);1966;Ayent;6082;VS;01.01.2025
Saxonne (Ayent);1966;Ayent;6082;VS;01.01.2025
Villa (Ayent);1966;Ayent;6082;VS;01.01.2025
La Place (Ayent);1966;Ayent;6082;VS;01.01.2025
Botyre (Ayent);1966;Ayent;6082;VS;01.01.2025
Blignou (Ayent);1966;Ayent;6082;VS;01.01.2025
Argnou (Ayent);1966;Ayent;6082;VS;01.01.2025
Signèse (Ayent);1966;Ayent;6082;VS;01.01.2025
Anzère;1972;Ayent;6082;VS;01.01.2025
Arbaz;1974;Ayent;6082;VS;01.01.2025
Evolène;1983;Evolène;6083;VS;01.01.2025
Lanna;1983;Evolène;6083;VS;01.01.2025
Les Haudères;1984;Evolène;6083;VS;01.01.2025
La Tour VS;1984;Evolène;6083;VS;01.01.2025
La Sage;1985;Evolène;6083;VS;01.01.2025
La Forclaz VS;1985;Evolène;6083;VS;01.01.2025
Villa (Evolène);1985;Evolène;6083;VS;01.01.2025
Arolla;1986;Evolène;6083;VS;01.01.2025
Euseigne;1982;Hérémence;6084;VS;01.01.2025
Hérémence;1987;Hérémence;6084;VS;01.01.2025
St-Martin VS;1969;Saint-Martin (VS);6087;VS;01.01.2025
Liez (St-Martin);1969;Saint-Martin (VS);6087;VS;01.01.2025
Trogne (St-Martin);1969;Saint-Martin (VS);6087;VS;01.01.2025
Suen (St-Martin);1969;Saint-Martin (VS);6087;VS;01.01.2025
Eison (St-Martin);1969;Saint-Martin (VS);6087;VS;01.01.2025
Euseigne;1982;Saint-Martin (VS);6087;VS;01.01.2025
Bramois;1967;Vex;6089;VS;01.01.2025
Vex;1981;Vex;6089;VS;01.01.2025
Thyon;1988;Vex;6089;VS;01.01.2025
Les Collons;1988;Vex;6089;VS;01.01.2025
Les Agettes;1992;Vex;6089;VS;01.01.2025
Les Mayens-de-Sion;1992;Vex;6089;VS;01.01.2025
Vernamiège;1961;Mont-Noble;6090;VS;01.01.2025
Mase;1968;Mont-Noble;6090;VS;01.01.2025
Nax;1973;Mont-Noble;6090;VS;01.01.2025
Vercorin;3967;Mont-Noble;6090;VS;01.01.2025
Unterems;3948;Agarn;6101;VS;01.01.2025
Agarn;3951;Agarn;6101;VS;01.01.2025
Albinen;3955;Albinen;6102;VS;01.01.2025
Gruben;3946;Ergisch;6104;VS;01.01.2025
Ergisch;3947;Ergisch;6104;VS;01.01.2025
Oberems;3948;Ergisch;6104;VS;01.01.2025
Inden;3953;Inden;6109;VS;01.01.2025
Niedergampel;3945;Leuk;6110;VS;01.01.2025
Agarn;3951;Leuk;6110;VS;01.01.2025
Susten;3952;Leuk;6110;VS;01.01.2025
Leuk Stadt;3953;Leuk;6110;VS;01.01.2025
Inden;3953;Leuk;6110;VS;01.01.2025
Guttet-Feschel;3956;Leuk;6110;VS;01.01.2025
Erschmatt;3957;Leuk;6110;VS;01.01.2025
Salgesch;3970;Leuk;6110;VS;01.01.2025
Inden;3953;Leukerbad;6111;VS;01.01.2025
Leukerbad;3954;Leukerbad;6111;VS;01.01.2025
Gruben;3946;Oberems;6112;VS;01.01.2025
Oberems;3948;Oberems;6112;VS;01.01.2025
Salgesch;3970;Salgesch;6113;VS;01.01.2025
Miège;3972;Salgesch;6113;VS;01.01.2025
Leuk Stadt;3953;Varen;6116;VS;01.01.2025
Varen;3953;Varen;6116;VS;01.01.2025
Salgesch;3970;Varen;6116;VS;01.01.2025
Guttet-Feschel;3956;Guttet-Feschel;6117;VS;01.01.2025
